Time,Title,Rate Limit Remaining,Title_Clean,Sentiment,Sentiment_Score
Wed Apr  2 19:09:25 2025,Tesla Lost More Than A Third of Its Value in First Quarter,999.0,tesla lost more than a third of its value in first quarter,NEGATIVE,0.8432203531265259
Wed Apr  2 19:09:30 2025,United To Launch First Flight With Free Starlink Wi-Fi in May,999.0,united to launch first flight with free starlink wifi in may,NEUTRAL,0.61601722240448
Wed Apr  2 19:09:35 2025,White House says it's 'case closed' on the Signal group chat review,999.0,white house says its case closed on the signal group chat review,NEUTRAL,0.8168855905532837
Wed Apr  2 19:09:40 2025,Top U.S. Scientists Speak Out against ‘Climate of Fear’ Wrecking U.S. Research,999.0,top u.s. scientists speak out against climate of fear wrecking u.s. research,NEUTRAL,0.5216161012649536
Wed Apr  2 19:09:45 2025,Article: ChatGPT’s new image generator is really good at faking receipts,999.0,article chatgpts new image generator is really good at faking receipts,NEGATIVE,0.41947898268699646
Wed Apr  2 19:09:50 2025,ChatGPT gained one million new users in an hour today,999.0,chatgpt gained one million new users in an hour today,POSITIVE,0.8492088317871094
Wed Apr  2 19:09:55 2025,"OpenAI closes $40 billion funding round, largest private tech deal on record",999.0,openai closes $40 billion funding round largest private tech deal on record,POSITIVE,0.5128804445266724
Wed Apr  2 19:10:00 2025,DOGE accesses federal payroll system and punishes employees who objected | Report: IT officials who fought DOGE access put on leave and under investigation.,999.0,doge accesses federal payroll system and punishes employees who objected  report it officials who fought doge access put on leave and under investigation.,NEGATIVE,0.7209886908531189
Wed Apr  2 19:10:05 2025,‘We weren’t stuck’: Nasa astronauts tell of space odyssey and reject claims of neglect | Barry Wilmore and Sunita Williams’ story markedly at odds with abandonment narrative painted by Whitehouse.,999.0,we werent stuck nasa astronauts tell of space odyssey and reject claims of neglect  barry wilmore and sunita williams story markedly at odds with abandonment narrative painted by whitehouse.,NEUTRAL,0.6222066879272461
Wed Apr  2 19:10:10 2025,Top Officials Placed on Leave After Denying DOGE Access to Federal Payroll Systems,999.0,top officials placed on leave after denying doge access to federal payroll systems,NEGATIVE,0.5585324764251709
Wed Apr  2 19:10:15 2025,"macOS Sequoia 15.4 available now, here’s what’s new",999.0,macos sequoia 15.4 available now heres whats new,NEUTRAL,0.8201037049293518
Wed Apr  2 19:10:20 2025,"In breakthrough, Israeli-led team activates dormant bone marrow cells for transplants",999.0,in breakthrough israeliled team activates dormant bone marrow cells for transplants,NEUTRAL,0.6344573497772217
Wed Apr  2 19:10:25 2025,VMware Workstation auto-updates broken after Broadcom URL redirect,999.0,vmware workstation autoupdates broken after broadcom url redirect,NEGATIVE,0.7424581050872803
Wed Apr  2 19:10:30 2025,"Making the Case to Students That Math Is Important, Even When AI Does It All",999.0,making the case to students that math is important even when ai does it all,NEUTRAL,0.5641770958900452
Wed Apr  2 19:10:35 2025,Micron confirms memory price hikes as AI and data center demand surges,999.0,micron confirms memory price hikes as ai and data center demand surges,NEUTRAL,0.8289231657981873
Wed Apr  2 19:10:40 2025,A Startup Linked to Peter Thiel Wants to Build the “Next Great City” in Greenland,999.0,a startup linked to peter thiel wants to build the next great city in greenland,POSITIVE,0.9252330660820007
Wed Apr  2 19:10:45 2025,"College students are using AI, but they're conflicted about it",999.0,college students are using ai but theyre conflicted about it,NEUTRAL,0.6113959550857544
Wed Apr  2 19:10:50 2025,"US attorney general announces federal charges, Texas arrest of Tesla crime suspect. Justice Department will be seeking 20 years in prison",999.0,us attorney general announces federal charges texas arrest of tesla crime suspect. justice department will be seeking 20 years in prison,NEUTRAL,0.6670054197311401
Wed Apr  2 19:10:55 2025,Anthropic will begin sweeping offices for hidden devices as it ramps up security,999.0,anthropic will begin sweeping offices for hidden devices as it ramps up security,NEUTRAL,0.8435149788856506
Wed Apr  2 19:11:00 2025,OpenAI plans to release a new 'open' AI language model in the coming months | TechCrunch,999.0,openai plans to release a new open ai language model in the coming months  techcrunch,NEUTRAL,0.7337816953659058
Wed Apr  2 19:11:05 2025,Ford Patents A Manual Gear Shifter For EVs,999.0,ford patents a manual gear shifter for evs,NEUTRAL,0.9165555834770203
Wed Apr  2 19:11:10 2025,JPMorgan Just Beat Big Tech to a Quantum Breakthrough,999.0,jpmorgan just beat big tech to a quantum breakthrough,POSITIVE,0.6332579255104065
Wed Apr  2 19:11:15 2025,"Oracle buried serious data breach from customers, now hacker has it up for sale | Company remains quiet since denying the attack, even after researchers conclude the breach is real",999.0,oracle buried serious data breach from customers now hacker has it up for sale  company remains quiet since denying the attack even after researchers conclude the breach is real,NEGATIVE,0.6874624490737915
Wed Apr  2 19:11:20 2025,X hit by 2.8 billion profile data leak in alleged insider job,999.0,x hit by 2.8 billion profile data leak in alleged insider job,NEGATIVE,0.5677831172943115
Wed Apr  2 19:11:25 2025,Tesla car sales in France drop to lowest first-quarter in four years,999.0,tesla car sales in france drop to lowest firstquarter in four years,NEGATIVE,0.7005565166473389
Wed Apr  2 19:11:30 2025,Why global tensions are a cybersecurity problem for every business,999.0,why global tensions are a cybersecurity problem for every business,NEGATIVE,0.692206621170044
Wed Apr  2 19:11:35 2025,Asda's tech separation from Walmart nears £1B as delays mount,999.0,asdas tech separation from walmart nears 1b as delays mount,NEGATIVE,0.5137373805046082
Wed Apr  2 19:11:40 2025,"Men’s turn: US scientists unveil a hormone-free male birth control pill! | YCT-529, a hormone-free pill developed by US researchers, has shown 99% effectiveness in trials and is now in human testing.",999.0,mens turn us scientists unveil a hormonefree male birth control pill  yct529 a hormonefree pill developed by us researchers has shown 99 effectiveness in trials and is now in human testing.,POSITIVE,0.6618654727935791
Wed Apr  2 19:11:45 2025,Coin-sized nuclear 3V battery with 50-year lifespan enters mass production | The company plans to launch a more powerful single-watt version this year,999.0,coinsized nuclear 3v battery with 50year lifespan enters mass production  the company plans to launch a more powerful singlewatt version this year,POSITIVE,0.5610755681991577
Wed Apr  2 19:11:50 2025,EV chargers now outnumber gas pumps in California as zero-emission vehicles surge | The state accounts for 30 percent of all new zero-emission vehicle sales nationwide,999.0,ev chargers now outnumber gas pumps in california as zeroemission vehicles surge  the state accounts for 30 percent of all new zeroemission vehicle sales nationwide,NEUTRAL,0.6136914491653442
Wed Apr  2 19:11:55 2025,NASA astronauts open up about being 'stuck' in space for 9 months,999.0,nasa astronauts open up about being stuck in space for 9 months,NEUTRAL,0.5920414328575134
Wed Apr  2 19:12:00 2025,A stroke survivor speaks again with the help of an experimental brain-computer implant,999.0,a stroke survivor speaks again with the help of an experimental braincomputer implant,NEUTRAL,0.7241031527519226
Wed Apr  2 19:12:05 2025,"New Microsoft login screens emphasize passkeys and ""passwordless"" authentication",999.0,new microsoft login screens emphasize passkeys and passwordless authentication,NEUTRAL,0.8526829481124878
Wed Apr  2 19:12:10 2025,OpenAI's new image generator is now available to all users | TechCrunch,999.0,openais new image generator is now available to all users  techcrunch,POSITIVE,0.7626169323921204
Wed Apr  2 19:12:15 2025,Woman's Brain Implant Turns Her Thoughts Into Speech in Real Time,999.0,womans brain implant turns her thoughts into speech in real time,NEUTRAL,0.8544186353683472
Wed Apr  2 19:12:20 2025,OnlyFans Sued After Two Guys Realized They Might Not Actually Be Talking to Models | A class action complaint claims OnlyFans is allowing fraud on its platform by letting models use agency chat service to talk to fans,999.0,onlyfans sued after two guys realized they might not actually be talking to models  a class action complaint claims onlyfans is allowing fraud on its platform by letting models use agency chat service to talk to fans,NEGATIVE,0.821153461933136
Wed Apr  2 19:12:25 2025,Crowdsourced DNA Project Says It Will Shut Down to Protect Users from Rising Authoritarianism | The creator said he is worried about the changing political climate circling the globe.,999.0,crowdsourced dna project says it will shut down to protect users from rising authoritarianism  the creator said he is worried about the changing political climate circling the globe.,NEUTRAL,0.5089030265808105
Wed Apr  2 19:12:30 2025,"World champs of white supremacy — why SA needs online disinformation laws, quick",999.0,world champs of white supremacy  why sa needs online disinformation laws quick,NEGATIVE,0.6091863512992859
Wed Apr  2 19:12:35 2025,"Texas Lawmakers Just Can’t Quit Solar … Manufacturing, That Is | Tariffs or not, Texas is rapidly becoming an epicenter of domestic solar manufacturing in the US, with an assist from overseas investors.",999.0,texas lawmakers just cant quit solar  manufacturing that is  tariffs or not texas is rapidly becoming an epicenter of domestic solar manufacturing in the us with an assist from overseas investors.,NEUTRAL,0.4811064600944519
Wed Apr  2 19:12:40 2025,Papers and patents are becoming less disruptive over time,999.0,papers and patents are becoming less disruptive over time,NEUTRAL,0.5885993838310242
Wed Apr  2 19:12:45 2025,Apple backports zero-day patches to older iPhones and Macs,999.0,apple backports zeroday patches to older iphones and macs,NEUTRAL,0.7228959798812866
Wed Apr  2 19:12:50 2025,Vacheron Constantin Has Made the World’s Most Complicated Wristwatch,999.0,vacheron constantin has made the worlds most complicated wristwatch,POSITIVE,0.9167103171348572
Wed Apr  2 19:12:55 2025,Scientists merge two 'impossible' materials into new artificial structure,999.0,scientists merge two impossible materials into new artificial structure,NEUTRAL,0.6762920022010803
Wed Apr  2 19:13:00 2025,"We are finally beginning to understand how LLMs work: No, they don't simply predict word after word",999.0,we are finally beginning to understand how llms work no they dont simply predict word after word,NEUTRAL,0.5871615409851074
Wed Apr  2 19:13:05 2025,Mercedes Weighs Pulling US Entry-Level Cars Over Tariffs,999.0,mercedes weighs pulling us entrylevel cars over tariffs,NEUTRAL,0.6019988059997559
Wed Apr  2 19:13:10 2025,Japan enforces law for swift removal of defamatory online posts,999.0,japan enforces law for swift removal of defamatory online posts,NEUTRAL,0.766144335269928
Wed Apr  2 19:13:15 2025,Charging electric vehicles 5x faster in subfreezing temps,999.0,charging electric vehicles 5x faster in subfreezing temps,POSITIVE,0.7611103057861328
Wed Apr  2 19:13:20 2025,The threat of US–centric social media,999.0,the threat of uscentric social media,NEGATIVE,0.49773648381233215
Wed Apr  2 19:13:25 2025,Artificial Intelligence: A Deadly Love Affair with a Chatbot,999.0,artificial intelligence a deadly love affair with a chatbot,NEUTRAL,0.5337092876434326
Wed Apr  2 19:13:30 2025,"NaNoWriMo shut down after AI, content moderation scandals",999.0,nanowrimo shut down after ai content moderation scandals,NEGATIVE,0.640799880027771
Wed Apr  2 19:13:35 2025,"With Section 230 Repeal, Dems and Media Offer Trump New Censorship Tools",999.0,with section 230 repeal dems and media offer trump new censorship tools,NEUTRAL,0.585205614566803
Wed Apr  2 19:13:40 2025,I tried the VR headset that puts domestic abusers in victims’ shoes,999.0,i tried the vr headset that puts domestic abusers in victims shoes,NEGATIVE,0.626401424407959
Wed Apr  2 19:13:45 2025,"Starliner’s flight to the space station was far wilder than most of us thought | 'Hey, this is a very precarious situation we're in.'",999.0,starliners flight to the space station was far wilder than most of us thought  hey this is a very precarious situation were in.,NEUTRAL,0.4596792161464691
Wed Apr  2 19:13:50 2025,How Meta’s Upcoming $1000+ Smart Glasses with a Screen Will Work,999.0,how metas upcoming $1000 smart glasses with a screen will work,NEUTRAL,0.6786783933639526
Wed Apr  2 19:13:55 2025,4chan’s DOGE-inspired April Fools’ prank leaves posters seething,999.0,4chans dogeinspired april fools prank leaves posters seething,NEUTRAL,0.615460991859436
Wed Apr  2 19:14:00 2025,"Meta loses its AI research head, as billions in investments hang in the balance",999.0,meta loses its ai research head as billions in investments hang in the balance,NEGATIVE,0.5375699996948242
Wed Apr  2 19:14:05 2025,Viral Studio Ghibli-style AI images showcase power – and copyright concerns – of ChatGPT update,999.0,viral studio ghiblistyle ai images showcase power  and copyright concerns  of chatgpt update,NEUTRAL,0.7102393507957458
Wed Apr  2 19:14:10 2025,Cheap TVs’ incessant advertising reaches troubling new lows,999.0,cheap tvs incessant advertising reaches troubling new lows,NEGATIVE,0.9280730485916138
Wed Apr  2 19:14:15 2025,"Waltz and staff used Gmail for government communications, officials say",999.0,waltz and staff used gmail for government communications officials say,NEUTRAL,0.8078099489212036
Wed Apr  2 19:14:20 2025,"BYD Announces Home Solar-Powered Humanoid Robot for $10,000",999.0,byd announces home solarpowered humanoid robot for $10000,NEUTRAL,0.7645780444145203
Wed Apr  2 19:14:25 2025,"Cross-post: I’m a former CIA officer, National Security Council staffer, and diplomat – AMA about Signalgate",999.0,crosspost im a former cia officer national security council staffer and diplomat  ama about signalgate,NEUTRAL,0.8575809597969055
Wed Apr  2 19:14:30 2025,Intel announces 18A process node has entered risk production — crucial milestone comes as company ramps to Panther Lake chips,999.0,intel announces 18a process node has entered risk production  crucial milestone comes as company ramps to panther lake chips,POSITIVE,0.5115513205528259
Wed Apr  2 19:14:35 2025,Brain waves become spoken words in AI breakthrough for paralysis,999.0,brain waves become spoken words in ai breakthrough for paralysis,NEUTRAL,0.790837824344635
Wed Apr  2 19:14:40 2025,"One of Australia’s oldest wind farms turns 20 today, and will live on for another decade",999.0,one of australias oldest wind farms turns 20 today and will live on for another decade,POSITIVE,0.6939939260482788
Wed Apr  2 19:14:45 2025,"Tech’s big anxiety: fewer jobs, lower pay, more AI",999.0,techs big anxiety fewer jobs lower pay more ai,NEGATIVE,0.6882169246673584
Wed Apr  2 19:14:50 2025,"Crosspost: I’m a former CIA officer, National Security Council staffer, and diplomat – AMA about Signalgate",999.0,crosspost im a former cia officer national security council staffer and diplomat  ama about signalgate,NEUTRAL,0.8575809597969055
Wed Apr  2 19:14:55 2025,Former Sony Exec Says It's About Time For PlayStation to Reconsider Its Focus on Cutting-Edge Graphics,999.0,former sony exec says its about time for playstation to reconsider its focus on cuttingedge graphics,NEUTRAL,0.78330397605896
Wed Apr  2 19:15:00 2025,"ZeniMax workers union votes to authorize a strike against Microsoft over stalled contract negotiations | After nearly two years of negotiations, a contract agreement still hasn't been reached.",999.0,zenimax workers union votes to authorize a strike against microsoft over stalled contract negotiations  after nearly two years of negotiations a contract agreement still hasnt been reached.,NEGATIVE,0.6530479192733765
Wed Apr  2 19:15:05 2025,Nikola founder says nearly $2 million in political donations he and his wife gave to President Donald Trump had nothing to do with his pardon,999.0,nikola founder says nearly $2 million in political donations he and his wife gave to president donald trump had nothing to do with his pardon,NEUTRAL,0.7188839316368103
Wed Apr  2 19:15:10 2025,Japan's Rapidus gears up for test production of next-generation chips,999.0,japans rapidus gears up for test production of nextgeneration chips,NEUTRAL,0.9056629538536072
Wed Apr  2 19:15:15 2025,Nintendo has moved beyond specs | The company is as popular as it has ever been — and it owes it to leaving the technological arms race behind,999.0,nintendo has moved beyond specs  the company is as popular as it has ever been  and it owes it to leaving the technological arms race behind,POSITIVE,0.892217755317688
Wed Apr  2 19:15:20 2025,Trump Sets Up New Office To Manage CHIPS Act And Speed Up Investments,999.0,trump sets up new office to manage chips act and speed up investments,NEUTRAL,0.8475819230079651
Wed Apr  2 19:15:25 2025,Police told not to close investigations until they have used facial recognition,999.0,police told not to close investigations until they have used facial recognition,NEUTRAL,0.6199040412902832
Wed Apr  2 19:15:30 2025,Lightmatter says it's ready to ship chip-to-chip optical highways as early as summer,999.0,lightmatter says its ready to ship chiptochip optical highways as early as summer,NEUTRAL,0.8559088706970215
Wed Apr  2 19:15:35 2025,SpaceX Shares Stunning Polar Views From Its Historic Fram2 Mission,999.0,spacex shares stunning polar views from its historic fram2 mission,POSITIVE,0.9157482385635376
Wed Apr  2 19:15:40 2025,"Andreessen Horowitz is trying to nab a piece of TikTok with Oracle, report says",999.0,andreessen horowitz is trying to nab a piece of tiktok with oracle report says,NEUTRAL,0.8971361517906189
Wed Apr  2 19:15:45 2025,Arm aims to capture 50% of data center CPU market in 2025,999.0,arm aims to capture 50 of data center cpu market in 2025,NEUTRAL,0.7440811395645142
Wed Apr  2 19:15:50 2025,How crawlers impact the operations of the Wikimedia projects,999.0,how crawlers impact the operations of the wikimedia projects,NEUTRAL,0.8493599891662598
Wed Apr  2 19:15:55 2025,EuroStack – A European Alternative for Digital Sovereignty,999.0,eurostack  a european alternative for digital sovereignty,NEUTRAL,0.8238368034362793
Wed Apr  2 19:16:00 2025,"Andy Yen: ""The proposed Swiss surveillance law would be stricter than in the US. We will leave Switzerland if it enters into force.""",999.0,andy yen the proposed swiss surveillance law would be stricter than in the us. we will leave switzerland if it enters into force.,NEUTRAL,0.58258455991745
Wed Apr  2 19:16:05 2025,Who might buy TikTok as ban looms,999.0,who might buy tiktok as ban looms,NEUTRAL,0.857141375541687
Wed Apr  2 19:16:10 2025,"One of the last of Bletchley Park's quiet heroes, Betty Webb, dies at 101",999.0,one of the last of bletchley parks quiet heroes betty webb dies at 101,NEUTRAL,0.6355302929878235
Wed Apr  2 19:16:15 2025,Korean Air joins hands with Anduril for autonomous drone development,999.0,korean air joins hands with anduril for autonomous drone development,NEUTRAL,0.6948657035827637
Wed Apr  2 19:16:20 2025,US officials challenge Ofcom over online safety laws’ impact on free speech,999.0,us officials challenge ofcom over online safety laws impact on free speech,NEUTRAL,0.7076128125190735
Wed Apr  2 19:16:25 2025,Google’s AI feature on hold in most EU member states due to ‘strict rules’,999.0,googles ai feature on hold in most eu member states due to strict rules,NEUTRAL,0.5717746615409851
Wed Apr  2 19:16:30 2025,Ghibli effect: ChatGPT usage hits record after rollout of viral feature | Reuters,999.0,ghibli effect chatgpt usage hits record after rollout of viral feature  reuters,NEUTRAL,0.7382718324661255
Wed Apr  2 19:16:35 2025,Federal judge declares Arkansas social media age-verification law unconstitutional,999.0,federal judge declares arkansas social media ageverification law unconstitutional,NEUTRAL,0.5073912739753723
Wed Apr  2 19:16:40 2025,Aussie Fintech Vroom Exposes PII Records After AWS Misconfiguration,999.0,aussie fintech vroom exposes pii records after aws misconfiguration,NEGATIVE,0.5103493928909302
Wed Apr  2 19:16:45 2025,"Waste fires are on the rise largely thanks to the lithium-ion batteries in vape pens | Apparently, vaping is a literal dumpster fire",999.0,waste fires are on the rise largely thanks to the lithiumion batteries in vape pens  apparently vaping is a literal dumpster fire,NEGATIVE,0.8999344110488892
Wed Apr  2 19:16:50 2025,The FAA hiding private jet details might not stop celebrity jet trackers | One jet tracker says he doesn’t rely on the FAA database to identify jets anyway.﻿,999.0,the faa hiding private jet details might not stop celebrity jet trackers  one jet tracker says he doesnt rely on the faa database to identify jets anyway.,NEUTRAL,0.5938307046890259
Wed Apr  2 19:16:55 2025,Windows 11 market share is quickly catching up to Windows 10,999.0,windows 11 market share is quickly catching up to windows 10,POSITIVE,0.5914710760116577
Wed Apr  2 19:17:00 2025,This Is How You Get a Chinese EV Into the United States,999.0,this is how you get a chinese ev into the united states,NEUTRAL,0.7635400295257568
Wed Apr  2 19:17:05 2025,Social Security Website Crashes as DOGE-Linked Disruption at the Agency Continues,999.0,social security website crashes as dogelinked disruption at the agency continues,NEGATIVE,0.9320427179336548
Wed Apr  2 19:17:10 2025,First 3D-printed train station in Japan was assembled in record time,999.0,first 3dprinted train station in japan was assembled in record time,NEUTRAL,0.5127014517784119
Wed Apr  2 19:17:15 2025,Dutch lawmakers push for ‘red button’ to erase digital footprints,999.0,dutch lawmakers push for red button to erase digital footprints,NEUTRAL,0.8043963313102722
Wed Apr  2 19:17:20 2025,Tesla suffers worst quarter since 2022 as deliveries tumble / Company loses crown of world’s best-selling electric-vehicle maker to China’s BYD,999.0,tesla suffers worst quarter since 2022 as deliveries tumble  company loses crown of worlds bestselling electricvehicle maker to chinas byd,NEGATIVE,0.8729633688926697
Wed Apr  2 19:17:25 2025,"UFC signs wide-ranging sponsorship deal with Meta, bringing Mark Zuckerberg closer to Dana White",999.0,ufc signs wideranging sponsorship deal with meta bringing mark zuckerberg closer to dana white,NEUTRAL,0.8944513201713562
Wed Apr  2 19:17:30 2025,"Tesla reports 336,000 vehicle deliveries in first quarter, 13% drop from a year ago",999.0,tesla reports 336000 vehicle deliveries in first quarter 13 drop from a year ago,NEUTRAL,0.6478976607322693
Wed Apr  2 19:17:35 2025,Nintendo Switch 2 Is Coming June 5,999.0,nintendo switch 2 is coming june 5,NEUTRAL,0.5880368947982788
Wed Apr  2 19:24:32 2025,Tesla Lost More Than A Third of Its Value in First Quarter,999.0,tesla lost more than a third of its value in first quarter,NEGATIVE,0.8432203531265259
Wed Apr  2 19:24:37 2025,United To Launch First Flight With Free Starlink Wi-Fi in May,999.0,united to launch first flight with free starlink wifi in may,NEUTRAL,0.61601722240448
Wed Apr  2 19:24:42 2025,White House says it's 'case closed' on the Signal group chat review,999.0,white house says its case closed on the signal group chat review,NEUTRAL,0.8168855905532837
Wed Apr  2 19:24:47 2025,Top U.S. Scientists Speak Out against ‘Climate of Fear’ Wrecking U.S. Research,999.0,top u.s. scientists speak out against climate of fear wrecking u.s. research,NEUTRAL,0.5216161012649536
Wed Apr  2 19:24:52 2025,Article: ChatGPT’s new image generator is really good at faking receipts,999.0,article chatgpts new image generator is really good at faking receipts,NEGATIVE,0.41947898268699646
Wed Apr  2 19:24:57 2025,ChatGPT gained one million new users in an hour today,999.0,chatgpt gained one million new users in an hour today,POSITIVE,0.8492088317871094
Wed Apr  2 19:25:02 2025,"OpenAI closes $40 billion funding round, largest private tech deal on record",999.0,openai closes $40 billion funding round largest private tech deal on record,POSITIVE,0.5128804445266724
Wed Apr  2 19:25:07 2025,DOGE accesses federal payroll system and punishes employees who objected | Report: IT officials who fought DOGE access put on leave and under investigation.,999.0,doge accesses federal payroll system and punishes employees who objected  report it officials who fought doge access put on leave and under investigation.,NEGATIVE,0.7209886908531189
Wed Apr  2 19:25:12 2025,‘We weren’t stuck’: Nasa astronauts tell of space odyssey and reject claims of neglect | Barry Wilmore and Sunita Williams’ story markedly at odds with abandonment narrative painted by Whitehouse.,999.0,we werent stuck nasa astronauts tell of space odyssey and reject claims of neglect  barry wilmore and sunita williams story markedly at odds with abandonment narrative painted by whitehouse.,NEUTRAL,0.6222066879272461
Wed Apr  2 19:25:17 2025,Top Officials Placed on Leave After Denying DOGE Access to Federal Payroll Systems,999.0,top officials placed on leave after denying doge access to federal payroll systems,NEGATIVE,0.5585324764251709
Wed Apr  2 19:25:22 2025,"macOS Sequoia 15.4 available now, here’s what’s new",999.0,macos sequoia 15.4 available now heres whats new,NEUTRAL,0.8201037049293518
Wed Apr  2 19:25:27 2025,"In breakthrough, Israeli-led team activates dormant bone marrow cells for transplants",999.0,in breakthrough israeliled team activates dormant bone marrow cells for transplants,NEUTRAL,0.6344573497772217
Wed Apr  2 19:25:32 2025,VMware Workstation auto-updates broken after Broadcom URL redirect,999.0,vmware workstation autoupdates broken after broadcom url redirect,NEGATIVE,0.7424581050872803
Wed Apr  2 19:25:37 2025,"Making the Case to Students That Math Is Important, Even When AI Does It All",999.0,making the case to students that math is important even when ai does it all,NEUTRAL,0.5641770958900452
Wed Apr  2 19:25:42 2025,Micron confirms memory price hikes as AI and data center demand surges,999.0,micron confirms memory price hikes as ai and data center demand surges,NEUTRAL,0.8289231657981873
Wed Apr  2 19:25:47 2025,A Startup Linked to Peter Thiel Wants to Build the “Next Great City” in Greenland,999.0,a startup linked to peter thiel wants to build the next great city in greenland,POSITIVE,0.9252330660820007
Wed Apr  2 19:25:52 2025,"College students are using AI, but they're conflicted about it",999.0,college students are using ai but theyre conflicted about it,NEUTRAL,0.6113959550857544
Wed Apr  2 19:25:57 2025,"US attorney general announces federal charges, Texas arrest of Tesla crime suspect. Justice Department will be seeking 20 years in prison",999.0,us attorney general announces federal charges texas arrest of tesla crime suspect. justice department will be seeking 20 years in prison,NEUTRAL,0.6670054197311401
Wed Apr  2 19:26:02 2025,Anthropic will begin sweeping offices for hidden devices as it ramps up security,999.0,anthropic will begin sweeping offices for hidden devices as it ramps up security,NEUTRAL,0.8435149788856506
Wed Apr  2 19:26:07 2025,OpenAI plans to release a new 'open' AI language model in the coming months | TechCrunch,999.0,openai plans to release a new open ai language model in the coming months  techcrunch,NEUTRAL,0.7337816953659058
Wed Apr  2 19:26:12 2025,Ford Patents A Manual Gear Shifter For EVs,999.0,ford patents a manual gear shifter for evs,NEUTRAL,0.9165555834770203
Wed Apr  2 19:26:17 2025,JPMorgan Just Beat Big Tech to a Quantum Breakthrough,999.0,jpmorgan just beat big tech to a quantum breakthrough,POSITIVE,0.6332579255104065
Wed Apr  2 19:26:22 2025,"Oracle buried serious data breach from customers, now hacker has it up for sale | Company remains quiet since denying the attack, even after researchers conclude the breach is real",999.0,oracle buried serious data breach from customers now hacker has it up for sale  company remains quiet since denying the attack even after researchers conclude the breach is real,NEGATIVE,0.6874624490737915
Wed Apr  2 19:26:27 2025,X hit by 2.8 billion profile data leak in alleged insider job,999.0,x hit by 2.8 billion profile data leak in alleged insider job,NEGATIVE,0.5677831172943115
Wed Apr  2 19:26:32 2025,Tesla car sales in France drop to lowest first-quarter in four years,999.0,tesla car sales in france drop to lowest firstquarter in four years,NEGATIVE,0.7005565166473389
Wed Apr  2 19:26:37 2025,Why global tensions are a cybersecurity problem for every business,999.0,why global tensions are a cybersecurity problem for every business,NEGATIVE,0.692206621170044
Wed Apr  2 19:26:42 2025,Asda's tech separation from Walmart nears £1B as delays mount,999.0,asdas tech separation from walmart nears 1b as delays mount,NEGATIVE,0.5137373805046082
Wed Apr  2 19:26:47 2025,"Men’s turn: US scientists unveil a hormone-free male birth control pill! | YCT-529, a hormone-free pill developed by US researchers, has shown 99% effectiveness in trials and is now in human testing.",999.0,mens turn us scientists unveil a hormonefree male birth control pill  yct529 a hormonefree pill developed by us researchers has shown 99 effectiveness in trials and is now in human testing.,POSITIVE,0.6618654727935791
Wed Apr  2 19:26:52 2025,Coin-sized nuclear 3V battery with 50-year lifespan enters mass production | The company plans to launch a more powerful single-watt version this year,999.0,coinsized nuclear 3v battery with 50year lifespan enters mass production  the company plans to launch a more powerful singlewatt version this year,POSITIVE,0.5610755681991577
Wed Apr  2 19:26:57 2025,EV chargers now outnumber gas pumps in California as zero-emission vehicles surge | The state accounts for 30 percent of all new zero-emission vehicle sales nationwide,999.0,ev chargers now outnumber gas pumps in california as zeroemission vehicles surge  the state accounts for 30 percent of all new zeroemission vehicle sales nationwide,NEUTRAL,0.6136914491653442
Wed Apr  2 19:27:02 2025,NASA astronauts open up about being 'stuck' in space for 9 months,999.0,nasa astronauts open up about being stuck in space for 9 months,NEUTRAL,0.5920414328575134
Wed Apr  2 19:27:07 2025,A stroke survivor speaks again with the help of an experimental brain-computer implant,999.0,a stroke survivor speaks again with the help of an experimental braincomputer implant,NEUTRAL,0.7241031527519226
Wed Apr  2 19:27:12 2025,"New Microsoft login screens emphasize passkeys and ""passwordless"" authentication",999.0,new microsoft login screens emphasize passkeys and passwordless authentication,NEUTRAL,0.8526829481124878
Wed Apr  2 19:27:17 2025,OpenAI's new image generator is now available to all users | TechCrunch,999.0,openais new image generator is now available to all users  techcrunch,POSITIVE,0.7626169323921204
Wed Apr  2 19:27:22 2025,Woman's Brain Implant Turns Her Thoughts Into Speech in Real Time,999.0,womans brain implant turns her thoughts into speech in real time,NEUTRAL,0.8544186353683472
Wed Apr  2 19:27:27 2025,OnlyFans Sued After Two Guys Realized They Might Not Actually Be Talking to Models | A class action complaint claims OnlyFans is allowing fraud on its platform by letting models use agency chat service to talk to fans,999.0,onlyfans sued after two guys realized they might not actually be talking to models  a class action complaint claims onlyfans is allowing fraud on its platform by letting models use agency chat service to talk to fans,NEGATIVE,0.821153461933136
Wed Apr  2 19:27:32 2025,Crowdsourced DNA Project Says It Will Shut Down to Protect Users from Rising Authoritarianism | The creator said he is worried about the changing political climate circling the globe.,999.0,crowdsourced dna project says it will shut down to protect users from rising authoritarianism  the creator said he is worried about the changing political climate circling the globe.,NEUTRAL,0.5089030265808105
Wed Apr  2 19:27:37 2025,"World champs of white supremacy — why SA needs online disinformation laws, quick",999.0,world champs of white supremacy  why sa needs online disinformation laws quick,NEGATIVE,0.6091863512992859
